id,card_no,holder_name,dept_name,trans_date,amount,merchant,category,purpose
896,6282644027181352,朱红,教育局,2025-04-13,13484.73,某印刷厂,会议费,培训费
897,6282434729456268,黄磊,卫健委,2025-01-18,6664.09,某印刷厂,办公用品,会议费
898,6282916664514460,李娜,农业农村局,2025-06-13,12277.53,某旅行社,印刷费,宣传费
899,6282500452690547,黄磊,农业农村局,2025-06-24,2370.04,某印刷厂,公务接待,印刷费
900,6282542757122968,马超,卫健委,2025-06-03,10809.24,某会议中心,车辆维修,车辆维修
901,6282537785974949,吴鑫,科技局,2025-04-15,4698.78,某汽车维修厂,公务接待,办公用品
902,6282107783331449,陈静,农业农村局,2025-05-08,5766.99,某会议中心,公务接待,印刷费
903,6282914670733586,孙丽,人社局,2025-04-27,4177.47,某汽车维修厂,培训费,公务接待
904,6282997534530668,李娜,人社局,2025-02-15,11408.84,某餐饮公司,宣传费,培训费
905,6282254829525332,马超,住建局,2025-05-24,5487.42,某汽车维修厂,差旅住宿,公务接待
906,6282963759189214,黄磊,卫健委,2025-01-14,9728.42,某餐饮公司,培训费,公务接待
907,6282236922064378,杨帆,科技局,2025-03-16,7321.41,某酒店,车辆加油,差旅住宿
908,6282390719475026,王芳,人社局,2025-04-12,14079.33,某会议中心,公务接待,差旅住宿
909,6282731819141671,杨帆,人社局,2025-06-21,7485.16,某酒店,印刷费,车辆维修
910,6282334040769273,胡兵,科技局,2025-06-02,11445.63,某会议中心,培训费,会议费
911,6282318759763137,胡兵,交通局,2025-01-12,8593.83,某酒店,办公用品,会议费
912,6282440060892917,周杰,农业农村局,2025-02-22,10239.88,某办公用品店,办公用品,公务接待
913,6282758670682739,张伟,卫健委,2025-03-04,5621.27,某加油站,公务接待,办公用品
914,6282632752794396,张伟,教育局,2025-03-05,9226.28,某办公用品店,培训费,印刷费
915,6282390701046115,朱红,科技局,2025-05-09,13077.92,某加油站,差旅住宿,车辆加油
916,6282959713406003,朱红,卫健委,2025-04-16,8031.2,某会议中心,公务接待,办公用品
917,6282577169320991,林雪,农业农村局,2025-04-12,79.33,某会议中心,车辆维修,公务接待
918,6282409698754479,陈静,民政局,2025-05-26,5266.21,某加油站,会议费,车辆加油
919,6282800976052050,胡兵,民政局,2025-03-24,12289.24,某广告公司,车辆维修,宣传费
920,6282770480360391,林雪,卫健委,2025-04-07,3177.35,某加油站,宣传费,培训费
921,6282714553316535,林雪,民政局,2025-02-06,10021.36,某酒店,差旅住宿,车辆维修
922,6282385498391830,张伟,教育局,2025-01-23,11666.73,某酒店,差旅住宿,印刷费
923,6282686392930301,马超,教育局,2025-02-20,14115.82,某会议中心,宣传费,培训费
924,6282761735802994,王芳,民政局,2025-06-01,13562.71,某酒店,会议费,差旅住宿
925,6282694320036663,吴鑫,卫健委,2025-01-20,5907.71,某加油站,车辆维修,车辆维修
926,6282657663534839,吴鑫,住建局,2025-01-23,862.01,某酒店,办公用品,宣传费
927,6282355994426467,林雪,农业农村局,2025-01-05,9531.21,某加油站,会议费,培训费
928,6282950961461969,周杰,教育局,2025-06-24,11063.71,某广告公司,印刷费,会议费
929,6282835827642767,黄磊,卫健委,2025-02-10,8198.86,某餐饮公司,公务接待,公务接待
930,6282385359409345,赵敏,民政局,2025-02-16,11684.05,某印刷厂,培训费,培训费
931,6282624041302181,周杰,农业农村局,2025-02-04,10879.97,某汽车维修厂,会议费,办公用品
932,6282632250252269,赵敏,交通局,2025-06-06,9301.8,某汽车维修厂,宣传费,宣传费
933,6282507636696696,杨帆,教育局,2025-05-13,5903.92,某旅行社,培训费,公务接待
934,6282711639709395,赵敏,教育局,2025-02-05,3112.15,某印刷厂,印刷费,公务接待
935,6282889188362976,陈静,人社局,2025-06-09,10061.34,某办公用品店,车辆维修,差旅住宿
936,6282295143950756,张伟,人社局,2025-05-06,12777.33,某印刷厂,会议费,培训费
937,6282476631822284,黄磊,交通局,2025-01-25,6528.2,某汽车维修厂,印刷费,宣传费
938,6282210647445435,赵敏,住建局,2025-03-21,2583.75,某餐饮公司,差旅住宿,车辆加油
939,6282111021319442,张伟,科技局,2025-03-26,12244.4,某加油站,印刷费,会议费
940,6282231293696442,马超,卫健委,2025-05-02,9032.04,某印刷厂,车辆维修,公务接待
941,6282387846584995,李娜,住建局,2025-04-09,5398.14,某广告公司,办公用品,公务接待
942,6282915017887481,赵敏,交通局,2025-04-19,11909.07,某酒店,会议费,印刷费
943,6282124731828376,吴鑫,卫健委,2025-02-04,4463.38,某加油站,印刷费,车辆维修
944,6282325743862550,孙丽,卫健委,2025-02-06,7357.34,某办公用品店,车辆加油,车辆维修
945,6282529531385261,朱红,交通局,2025-04-10,6384.33,某餐饮公司,宣传费,会议费
946,6282551571773318,徐明,卫健委,2025-04-19,10195.19,某旅行社,印刷费,会议费
947,6282575800058032,胡兵,交通局,2025-05-11,656.47,某会议中心,宣传费,车辆加油
948,6282193578299152,朱红,教育局,2025-04-04,14306.33,某办公用品店,差旅住宿,会议费
949,6282905991420805,刘洋,交通局,2025-05-14,9811.41,某旅行社,差旅住宿,车辆加油
950,6282176113090068,王芳,农业农村局,2025-02-11,13367.87,某广告公司,宣传费,印刷费
951,6282265820568920,徐明,人社局,2025-03-19,13637.43,某旅行社,会议费,办公用品
952,6282348103228511,李娜,教育局,2025-05-18,2077.58,某汽车维修厂,车辆加油,会议费
953,6282549914502248,胡兵,民政局,2025-04-06,7458.83,某汽车维修厂,会议费,车辆维修
954,6282182815615713,周杰,民政局,2025-05-26,9545.25,某印刷厂,会议费,车辆维修
955,6282216139146493,徐明,人社局,2025-01-28,3670.34,某餐饮公司,印刷费,差旅住宿
956,6282105000077390,杨帆,科技局,2025-04-20,12415.55,某广告公司,印刷费,宣传费
957,6282954977906277,周杰,人社局,2025-02-14,5060.93,某办公用品店,车辆加油,公务接待
958,6282804636148945,吴鑫,住建局,2025-06-02,9648.14,某会议中心,宣传费,车辆维修
959,6282530377521514,李娜,农业农村局,2025-06-26,7433.78,某餐饮公司,培训费,差旅住宿
960,6282612060061167,杨帆,民政局,2025-06-24,4908.78,某汽车维修厂,差旅住宿,车辆维修
961,6282239498084634,林雪,卫健委,2025-02-11,9255.43,某办公用品店,办公用品,培训费
962,6282864836860007,黄磊,交通局,2025-03-12,10171.57,某加油站,会议费,车辆维修
963,6282281333719033,林雪,交通局,2025-06-03,642.43,某酒店,印刷费,车辆加油
964,6282130931979728,李娜,教育局,2025-04-15,14655.44,某加油站,差旅住宿,宣传费
965,6282295090967760,周杰,民政局,2025-01-02,14752.06,某汽车维修厂,差旅住宿,差旅住宿
966,6282645878418468,胡兵,人社局,2025-03-06,2773.22,某餐饮公司,车辆维修,办公用品
967,6282864160951633,李娜,交通局,2025-01-16,5250.55,某酒店,差旅住宿,车辆维修
968,6282812109353888,朱红,教育局,2025-03-15,7427.57,某汽车维修厂,办公用品,宣传费
969,6282594063964686,黄磊,教育局,2025-03-24,8377.52,某汽车维修厂,差旅住宿,办公用品
970,6282292118242354,胡兵,教育局,2025-02-26,1763.18,某酒店,车辆维修,车辆维修
971,6282406459350634,徐明,交通局,2025-04-14,1589.37,某广告公司,差旅住宿,印刷费
972,6282283638052712,林雪,民政局,2025-01-06,2875.31,某餐饮公司,宣传费,宣传费
973,6282233028716310,王芳,住建局,2025-03-05,12219.31,某酒店,宣传费,培训费
974,6282736114450800,胡兵,农业农村局,2025-06-25,12304.39,某餐饮公司,车辆维修,印刷费
975,6282840068465683,徐明,民政局,2025-06-24,6159.63,某印刷厂,宣传费,宣传费
976,6282967797272677,黄磊,卫健委,2025-02-15,14040.67,某广告公司,印刷费,印刷费
977,6282113428798185,杨帆,卫健委,2025-02-10,2045.63,某汽车维修厂,宣传费,会议费
978,6282193782325028,周杰,教育局,2025-04-23,13390.69,某餐饮公司,办公用品,会议费
979,6282774535039878,孙丽,交通局,2025-03-05,12446.5,某会议中心,印刷费,会议费
980,6282721066652340,刘洋,民政局,2025-01-13,3521.16,某酒店,会议费,公务接待
981,6282790718694806,黄磊,农业农村局,2025-03-13,5737.32,某广告公司,车辆加油,培训费
982,6282593082770921,张伟,科技局,2025-06-11,8022.12,某印刷厂,培训费,会议费
983,6282120227087779,王芳,农业农村局,2025-06-19,8370.14,某广告公司,公务接待,差旅住宿
984,6282593332201945,吴鑫,卫健委,2025-01-10,8284.9,某广告公司,会议费,会议费
985,6282426276516054,吴鑫,民政局,2025-03-23,1333.77,某餐饮公司,公务接待,印刷费
986,6282471675488284,徐明,教育局,2025-04-11,5197.95,某加油站,车辆维修,宣传费
987,6282662762497145,李娜,农业农村局,2025-01-16,3189.63,某加油站,车辆维修,车辆维修
988,6282966510751082,胡兵,民政局,2025-01-23,10851.0,某加油站,宣传费,宣传费
989,6282573400826862,张伟,住建局,2025-02-27,10250.31,某餐饮公司,宣传费,印刷费
990,6282471170253313,李娜,交通局,2025-05-03,11053.6,某加油站,差旅住宿,印刷费
991,6282488627667791,陈静,科技局,2025-01-20,10541.8,某广告公司,差旅住宿,车辆维修
992,6282543390630972,李娜,卫健委,2025-06-21,10839.49,某旅行社,培训费,印刷费
993,6282693527096772,马超,农业农村局,2025-03-26,2483.75,某旅行社,培训费,车辆维修
994,6282631325066656,张伟,住建局,2025-01-09,2482.41,某旅行社,宣传费,车辆加油
995,6282454477747100,胡兵,科技局,2025-04-20,8168.17,某餐饮公司,公务接待,宣传费
996,6282368719946264,吴鑫,人社局,2025-01-07,8683.29,某餐饮公司,会议费,会议费
997,6282300174934650,周杰,教育局,2025-05-20,14439.48,某办公用品店,差旅住宿,车辆维修
998,6282157446935824,王芳,教育局,2025-04-04,14889.07,某广告公司,车辆加油,培训费
999,6282781562254754,李娜,科技局,2025-01-16,11134.29,某旅行社,宣传费,培训费
1000,6282208152757432,黄磊,人社局,2025-03-16,11099.72,某餐饮公司,印刷费,差旅住宿
